customerID,gender,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,age,city,zip_code,city_code,Plan,bundle,index,numbering
3737-XBQDD,Male,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.85,2048.8,No,76,San Antonio,78201,210,Fiber optic_plan_40,Fiber optic_plan_40,1959,1959
5882-CMAZQ,Female,Yes,Yes,5,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.25,163.55,No,19,San Jose,95101,408,DSL_plan_44,DSL_plan_44,1960,1960
5846-QFDFI,Female,Yes,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),88.6,2888.7,No,58,Dallas,75201,214,Fiber optic_plan_36,Fiber optic_plan_36,1961,1961
4445-KWOKW,Female,No,No,42,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),60.15,2421.6,No,39,Austin,73301,512,DSL_plan_16,DSL_plan_16,1962,1962
3511-APPBJ,Male,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.95,2292.75,No,70,Dallas,75201,214,Fiber optic_plan_21,Fiber optic_plan_21,1963,1963
7967-HYCDE,Male,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.7,553.4,No,43,Indianapolis,46201,317,Fiber optic_plan_64,Fiber optic_plan_64,1964,1964
2430-RRYUW,Male,No,No,66,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,54.8,3465.7,No,57,Los Angeles,90001,213,DSL_plan_16,DSL_plan_16,1965,1965
3948-XHGNA,Male,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,1210.4,Yes,53,Houston,77001,713,DSL_plan_32,DSL_plan_32,1966,1966
3723-BFBGR,Male,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),54.8,1291.3,No,77,San Francisco,94101,415,DSL_plan_48,DSL_plan_48,1967,1967
0565-IYCGT,Male,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),78.6,5356.45,Yes,73,San Diego,92101,858,DSL_plan_3,DSL_plan_3,1968,1968
5447-WZAFP,Female,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.3,5200.8,No,45,Dallas,75201,214,Fiber optic_plan_37,Fiber optic_plan_37,1969,1969
5110-CHOPY,Female,No,No,60,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,53.6,3237.05,No,55,Los Angeles,90001,213,DSL_plan_21,DSL_plan_21,1970,1970
5445-UTODQ,Female,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.1,576.65,Yes,75,Dallas,75201,214,Fiber optic_plan_62,Fiber optic_plan_62,1971,1971
4425-OWHWB,Female,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.35,433.75,No,66,Seattle,98101,206,No_unknown_plan,No_unknown_plan,1972,1972
7892-QVYKW,Female,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.6,1868.4,No,58,Seattle,98101,206,Fiber optic_plan_63,Fiber optic_plan_63,1973,1973
9675-ICXCT,Male,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,80.8,5728.55,No,78,San Antonio,78201,210,DSL_plan_17,DSL_plan_17,1974,1974
1024-VRZHF,Male,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,825.7,Yes,73,Chicago,60601,312,Fiber optic_plan_64,Fiber optic_plan_64,1975,1975
4703-MQYKT,Male,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,No,72,Philadelphia,19101,215,No_unknown_plan,No_unknown_plan,1976,1976
9497-QCMMS,Male,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,93.55,Yes,33,Houston,77001,713,Fiber optic_plan_61,Fiber optic_plan_61,1977,1977
5692-ICXLW,Male,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.7,2845.15,No,59,Seattle,98101,206,Fiber optic_plan_46,Fiber optic_plan_46,1978,1978
0602-DDUML,Female,No,No,57,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,69.75,3894.4,No,51,Austin,73301,512,DSL_plan_34,DSL_plan_34,1979,1979
2208-MPXIO,Female,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.0,886.4,No,57,Indianapolis,46201,317,No_unknown_plan,No_unknown_plan,1980,1980
1960-UYCNN,Male,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.25,1021.55,No,46,Phoenix,85001,602,Fiber optic_plan_39,Fiber optic_plan_39,1981,1981
0348-SDKOL,Female,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,Yes,60,Philadelphia,19101,215,Fiber optic_plan_49,Fiber optic_plan_49,1982,1982
3190-FZATL,Male,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,268.4,No,58,San Antonio,78201,210,No_unknown_plan,No_unknown_plan,1983,1983
7336-RLLRH,Male,Yes,No,27,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,80.85,2204.35,No,33,Seattle,98101,206,DSL_plan_25,DSL_plan_25,1984,1984
4373-MAVJG,Female,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.9,1259,Yes,96,San Diego,92101,858,Fiber optic_plan_47,Fiber optic_plan_47,1985,1985
8901-HJXTF,Female,Yes,Yes,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,309.1,Yes,51,Philadelphia,19101,215,DSL_plan_48,DSL_plan_48,1986,1986
7710-JSYOA,Female,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.3,6398.05,No,73,Denver,80201,303,Fiber optic_plan_43,Fiber optic_plan_43,1987,1987
5419-KLXBN,Female,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,Yes,61,Austin,73301,512,Fiber optic_plan_38,Fiber optic_plan_38,1988,1988
3424-NMNBO,Male,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.85,6287.25,Yes,79,Austin,73301,512,Fiber optic_plan_5,Fiber optic_plan_5,1989,1989
9885-MFVSU,Female,Yes,Yes,35,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),46.35,1662.05,No,25,Jacksonville,32201,904,DSL_plan_26,DSL_plan_26,1990,1990
4514-GFCFI,Female,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.75,1350.15,Yes,77,San Antonio,78201,210,Fiber optic_plan_62,Fiber optic_plan_62,1991,1991
0607-MVMGC,Male,Yes,Yes,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.75,3600.65,No,55,San Antonio,78201,210,DSL_plan_37,DSL_plan_37,1992,1992
3365-SAIGS,Female,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,1329.15,No,65,Charlotte,28201,704,Fiber optic_plan_46,Fiber optic_plan_46,1993,1993
9828-AOQLM,Female,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.7,45.7,Yes,41,Phoenix,85001,602,DSL_plan_64,DSL_plan_64,1994,1994
8022-BECSI,Male,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,422.5,No,73,Houston,77001,713,No_unknown_plan,No_unknown_plan,1995,1995
8000-REIQB,Female,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.95,69.95,Yes,50,San Francisco,94101,415,Fiber optic_plan_64,Fiber optic_plan_64,1996,1996
9993-LHIEB,Male,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,67.85,4627.65,No,72,San Francisco,94101,415,DSL_plan_19,DSL_plan_19,1997,1997
0266-CLZKZ,Female,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,No,52,Seattle,98101,206,Fiber optic_plan_49,Fiber optic_plan_49,1998,1998
7615-ESMYF,Female,Yes,No,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,44.6,97.1,Yes,83,Philadelphia,19101,215,DSL_plan_61,DSL_plan_61,1999,1999
3858-VOBET,Male,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1710.45,Yes,57,Dallas,75201,214,Fiber optic_plan_64,Fiber optic_plan_64,2000,2000
7020-OZKXZ,Female,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.5,637.4,No,65,Phoenix,85001,602,Fiber optic_plan_56,Fiber optic_plan_56,2001,2001
3977-QCRSL,Female,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,117.95,No,57,Charlotte,28201,704,No_unknown_plan,No_unknown_plan,2002,2002
0017-DINOC,Male,No,No,54,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),45.2,2460.55,No,63,San Antonio,78201,210,DSL_plan_26,DSL_plan_26,2003,2003
1447-PJGGA,Female,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,95.25,5464.65,Yes,97,Phoenix,85001,602,Fiber optic_plan_53,Fiber optic_plan_53,2004,2004
8565-CLBZW,Male,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.85,2165.05,Yes,51,San Francisco,94101,415,Fiber optic_plan_54,Fiber optic_plan_54,2005,2005
9139-WQQDY,Female,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,100.45,4941.8,Yes,68,Denver,80201,303,Fiber optic_plan_45,Fiber optic_plan_45,2006,2006
0224-HJAPT,Male,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.15,223.15,Yes,41,San Jose,95101,408,DSL_plan_64,DSL_plan_64,2007,2007
8086-OVPWV,Male,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.2,181.1,Yes,63,Denver,80201,303,Fiber optic_plan_63,Fiber optic_plan_63,2008,2008
9430-FRQOC,Female,No,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.1,341.45,Yes,28,San Jose,95101,408,Fiber optic_plan_52,Fiber optic_plan_52,2009,2009
7639-OPLNG,Male,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.25,5731.85,No,63,Jacksonville,32201,904,DSL_plan_2,DSL_plan_2,2010,2010
3074-GQWYX,Male,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75,Yes,75,Indianapolis,46201,317,Fiber optic_plan_64,Fiber optic_plan_64,2011,2011
1492-QGCLU,Male,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.7,4616.1,No,76,Charlotte,28201,704,DSL_plan_17,DSL_plan_17,2012,2012
6845-RGTYS,Female,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,4533.7,Yes,65,Jacksonville,32201,904,Fiber optic_plan_6,Fiber optic_plan_6,2013,2013
7328-OWMOM,Female,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,589.25,No,72,Chicago,60601,312,No_unknown_plan,No_unknown_plan,2014,2014
4418-LZMSV,Male,Yes,Yes,13,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.8,750.1,No,97,Denver,80201,303,DSL_plan_36,DSL_plan_36,2015,2015
5155-AZQPB,Female,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.9,1410.25,No,32,Houston,77001,713,DSL_plan_64,DSL_plan_64,2016,2016
8861-HGGKB,Female,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.45,830.85,Yes,61,Chicago,60601,312,Fiber optic_plan_63,Fiber optic_plan_63,2017,2017
1087-GRUYI,Male,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,743.5,No,67,Jacksonville,32201,904,No_unknown_plan,No_unknown_plan,2018,2018
7065-YUNRY,Female,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,45.3,Yes,79,Jacksonville,32201,904,DSL_plan_64,DSL_plan_64,2019,2019
7694-VLBWQ,Male,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,104.1,7040.85,Yes,60,San Antonio,78201,210,Fiber optic_plan_37,Fiber optic_plan_37,2020,2020
2546-KZAAT,Male,Yes,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,75.4,3865.45,No,46,Dallas,75201,214,DSL_plan_13,DSL_plan_13,2021,2021
0181-RITDD,Male,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,108.15,6825.65,No,55,San Francisco,94101,415,Fiber optic_plan_1,Fiber optic_plan_1,2022,2022
5989-PGKJB,Female,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.25,1340.1,No,61,Indianapolis,46201,317,Fiber optic_plan_47,Fiber optic_plan_47,2023,2023
4795-KTRTH,Female,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.0,371.65,Yes,81,Indianapolis,46201,317,Fiber optic_plan_48,Fiber optic_plan_48,2024,2024
8272-ONJLV,Male,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,95.7,1184,No,65,Washington D.C.,20001,202,Fiber optic_plan_53,Fiber optic_plan_53,2025,2025
1488-PBLJN,Female,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.85,8477.7,No,36,Indianapolis,46201,317,Fiber optic_plan_1,Fiber optic_plan_1,2026,2026
0308-GIQJT,Male,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.75,7382.85,No,69,Fort Worth,76101,817,Fiber optic_plan_41,Fiber optic_plan_41,2027,2027
3778-FOAQW,Female,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,456.85,No,69,Jacksonville,32201,904,No_unknown_plan,No_unknown_plan,2028,2028
4452-ROHMO,Female,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,331.6,No,60,San Diego,92101,858,No_unknown_plan,No_unknown_plan,2029,2029
6481-OGDOO,Male,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.6,6056.15,Yes,59,San Diego,92101,858,Fiber optic_plan_15,Fiber optic_plan_15,2030,2030
3090-LETTY,Male,No,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.95,134.6,No,90,Charlotte,28201,704,DSL_plan_16,DSL_plan_16,2031,2031
5349-AZPEW,Female,Yes,Yes,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,125.5,No,64,San Diego,92101,858,DSL_plan_64,DSL_plan_64,2032,2032
3753-TSEMP,Female,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.15,1390.6,Yes,65,Jacksonville,32201,904,Fiber optic_plan_61,Fiber optic_plan_61,2033,2033
8305-VHZBZ,Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,Yes,60,Philadelphia,19101,215,No_unknown_plan,No_unknown_plan,2034,2034
9720-JJJOR,Male,Yes,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),60.3,2511.3,No,66,San Diego,92101,858,DSL_plan_8,DSL_plan_8,2035,2035
8100-HZZLJ,Female,No,Yes,43,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.95,2737.05,No,52,Phoenix,85001,602,DSL_plan_15,DSL_plan_15,2036,2036
8775-ERLNB,Male,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.3,74.3,No,83,Phoenix,85001,602,Fiber optic_plan_64,Fiber optic_plan_64,2037,2037
8309-IEYJD,Female,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,No,53,Seattle,98101,206,Fiber optic_plan_64,Fiber optic_plan_64,2038,2038
9172-JITSM,Female,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.8,2361.8,Yes,16,San Jose,95101,408,Fiber optic_plan_61,Fiber optic_plan_61,2039,2039
6298-QDFNH,Male,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.35,1730.35,Yes,82,Indianapolis,46201,317,Fiber optic_plan_48,Fiber optic_plan_48,2040,2040
7398-HPYZQ,Male,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),90.55,6404,No,57,Austin,73301,512,DSL_plan_1,DSL_plan_1,2041,2041
3546-GHEAE,Male,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.45,165.35,No,25,Philadelphia,19101,215,No_unknown_plan,No_unknown_plan,2042,2042
7361-YPXFS,Female,No,No,28,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.45,1867.6,No,57,Fort Worth,76101,817,DSL_plan_36,DSL_plan_36,2043,2043
6557-BZXLQ,Male,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,1043.3,No,69,Seattle,98101,206,Fiber optic_plan_64,Fiber optic_plan_64,2044,2044
2550-QHZGP,Male,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,128.6,No,49,Indianapolis,46201,317,No_unknown_plan,No_unknown_plan,2045,2045
7519-JTWQH,Female,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.5,7455.45,No,52,San Diego,92101,858,Fiber optic_plan_33,Fiber optic_plan_33,2046,2046
2538-OIMXF,Female,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.7,24.7,No,39,Denver,80201,303,DSL_plan_64,DSL_plan_64,2047,2047
8543-MSDMF,Male,No,No,3,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.4,206.15,No,60,San Jose,95101,408,DSL_plan_21,DSL_plan_21,2048,2048
9961-JBNMK,Male,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.8,2030.3,Yes,61,Charlotte,28201,704,Fiber optic_plan_53,Fiber optic_plan_53,2049,2049
1170-SASML,Female,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.4,5869.4,No,49,Seattle,98101,206,Fiber optic_plan_40,Fiber optic_plan_40,2050,2050
4872-JCVCA,Female,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),47.6,3377.8,No,42,San Jose,95101,408,DSL_plan_4,DSL_plan_4,2051,2051
5346-BZCHP,Female,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,1346.2,No,67,Denver,80201,303,No_unknown_plan,No_unknown_plan,2052,2052
2038-LLMLM,Female,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.85,4946.05,No,64,San Jose,95101,408,Fiber optic_plan_49,Fiber optic_plan_49,2053,2053
6173-ITPWD,Male,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.35,4065,Yes,69,Denver,80201,303,Fiber optic_plan_40,Fiber optic_plan_40,2054,2054
9734-UYXQI,Female,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,106.55,Yes,64,Denver,80201,303,DSL_plan_64,DSL_plan_64,2055,2055
1216-BGTSP,Male,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.45,4964.7,No,68,Seattle,98101,206,Fiber optic_plan_17,Fiber optic_plan_17,2056,2056
4138-NAXED,Male,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.0,4085.75,No,45,San Diego,92101,858,Fiber optic_plan_48,Fiber optic_plan_48,2057,2057
2189-UXTKY,Female,Yes,No,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.2,1742.75,Yes,57,Seattle,98101,206,DSL_plan_25,DSL_plan_25,2058,2058
0744-BIKKF,Male,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.65,6224.8,No,73,Charlotte,28201,704,DSL_plan_1,DSL_plan_1,2059,2059
7483-IQWIB,Male,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.95,3415.25,No,59,San Antonio,78201,210,Fiber optic_plan_38,Fiber optic_plan_38,2060,2060
5248-KWLAR,Male,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.35,6325.25,No,57,Seattle,98101,206,DSL_plan_1,DSL_plan_1,2061,2061
4958-GZWIY,Male,Yes,Yes,7,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.7,340.25,Yes,48,Austin,73301,512,DSL_plan_56,DSL_plan_56,2062,2062
7996-MHXLW,Female,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,1683.6,No,72,Phoenix,85001,602,No_unknown_plan,No_unknown_plan,2063,2063
7833-PKIHD,Male,Yes,Yes,51,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),76.4,3966.3,No,77,Phoenix,85001,602,DSL_plan_25,DSL_plan_25,2064,2064
7061-OVMIM,Female,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,608.5,No,54,Seattle,98101,206,No_unknown_plan,No_unknown_plan,2065,2065
5153-RTHKF,Female,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.35,2896.6,No,42,Washington D.C.,20001,202,Fiber optic_plan_62,Fiber optic_plan_62,2066,2066
1852-QSWCD,Male,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,1514.85,No,63,Washington D.C.,20001,202,No_unknown_plan,No_unknown_plan,2067,2067
4832-VRBMR,Male,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.15,6792.45,No,47,Seattle,98101,206,Fiber optic_plan_37,Fiber optic_plan_37,2068,2068
9079-LWTFD,Male,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,100.75,4669.2,No,64,Dallas,75201,214,Fiber optic_plan_10,Fiber optic_plan_10,2069,2069
6356-ELRKD,Female,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,95.6,Yes,61,Jacksonville,32201,904,Fiber optic_plan_29,Fiber optic_plan_29,2070,2070
8624-GIOUT,Female,No,No,49,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.75,2934.3,Yes,72,Seattle,98101,206,DSL_plan_16,DSL_plan_16,2071,2071
3392-EHMNK,Female,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),94.1,6302.8,No,62,San Antonio,78201,210,Fiber optic_plan_42,Fiber optic_plan_42,2072,2072
5986-WWXDV,Male,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.35,779.2,No,41,Charlotte,28201,704,No_unknown_plan,No_unknown_plan,2073,2073
3061-BCKYI,Male,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,283.75,No,69,San Diego,92101,858,No_unknown_plan,No_unknown_plan,2074,2074
6179-GJPSO,Female,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,4600.7,Yes,73,Chicago,60601,312,Fiber optic_plan_9,Fiber optic_plan_9,2075,2075
